405 2012-02-03, 19:11:02, 153454612
540 2012-02-03, 19:25:27, 1561591085
677 2012-02-03, 19:40:18, 284365737
809 2012-02-03, 19:40:18, 671681594
822 2012-02-03, 19:45:42, 331889446
960 2012-02-03, 19:58:39, 11195483
1088 2012-02-03, 19:58:39, 1919705250
1232 2012-02-03, 20:11:35, 404455085
1354 2012-02-03, 20:11:35, 609774657
1363 2012-02-03, 20:11:35, 1088486137
1376 2012-02-03, 20:11:56, 1358451042
